title,release_date,critic_score,audience_score,release_year
Bubble Boy,"Released Aug 24, 2001",0.31,0.48,2001
The Curse of the Jade Scorpion,"Released Aug 24, 2001",0.45,0.53,2001
Happy Accidents,"Released Aug 24, 2001",0.7,0.75,2001
Jay and Silent Bob Strike Back,"Released Aug 24, 2001",0.52,0.75,2001
Summer Catch,"Released Aug 24, 2001",0.08,0.41,2001
Jeepers Creepers,"Released Aug 31, 2001",0.45,0.49,2001
O,"Released Aug 31, 2001",0.65,0.58,2001
Megiddo,2001,0.1,0.45,2001
The Musketeer,"Released Sep 7, 2001",0.11,0.33,2001
Rock Star,"Released Sep 7, 2001",0.53,0.59,2001
Soul Survivors,"Released Sep 7, 2001",0.04,0.26,2001
Two Can Play That Game,"Released Sep 7, 2001",0.4,0.83,2001
The Glass House,"Released Sep 14, 2001",0.22,0.39,2001
Hardball,"Released Sep 14, 2001",0.41,0.7,2001
Glitter,"Released Sep 21, 2001",0.06,0.48,2001
Born Romantic,"Released Sep 14, 2000",0.58,0.55,2000
Dinner Rush,"Released Sep 28, 2000",0.91,0.85,2000
Don't Say a Word,"Released Sep 28, 2001",0.24,0.49,2001
Hearts in Atlantis,"Released Sep 28, 2001",0.49,0.64,2001
Zoolander,"Released Sep 28, 2001",0.65,0.8,2001
Joy Ride,"Released Oct 5, 2001",0.74,0.66,2001
Max Keeble's Big Move,"Released Oct 5, 2001",0.29,0.38,2001
Serendipity,"Released Oct 5, 2001",0.59,0.79,2001
Training Day,"Released Oct 5, 2001",0.74,0.89,2001
Scooby-Doo and the Cyber Chase,2001,0.6,0.66,2001
Bandits,"Released Oct 12, 2001",0.64,0.58,2001
Corky Romano,"Released Oct 12, 2001",0.07,0.39,2001
My First Mister,"Released Oct 19, 2001",0.53,0.75,2001
From Hell,"Released Oct 19, 2001",0.57,0.66,2001
The Last Castle,"Released Oct 19, 2001",0.52,0.74,2001
Riding in Cars With Boys,"Released Oct 19, 2001",0.49,0.66,2001
Waking Life,"Released Oct 19, 2001",0.81,0.87,2001
Donnie Darko,"Released Oct 26, 2001",0.87,0.8,2001
K-PAX,"Released Oct 26, 2001",0.42,0.74,2001
Thirteen Ghosts,"Released Oct 26, 2001",0.19,0.49,2001
Bones,"Released Oct 24, 2001",0.26,0.4,2001
Wasabi,"Released Oct 31, 2001",0.43,0.69,2001
Domestic Disturbance,"Released Nov 2, 2001",0.23,0.37,2001
The One,"Released Nov 2, 2001",0.13,0.51,2001
Life as a House,"Released Oct 26, 2001",0.47,0.88,2001
Maze,2000,0.39,0.44,2000
Shallow Hal,"Released Nov 9, 2001",0.49,0.45,2001
Novocaine,"Released Nov 16, 2001",0.38,0.37,2001
Black Knight,"Released Nov 21, 2001",0.15,0.34,2001
Out Cold,"Released Nov 21, 2001",0.08,0.84,2001
Spy Game,"Released Nov 21, 2001",0.64,0.75,2001
In the Bedroom,"Released Nov 23, 2001",0.93,0.81,2001
The Affair of the Necklace,"Released Nov 30, 2001",0.15,0.42,2001
Texas Rangers,"Released Nov 30, 2001",0.02,0.29,2001
Beethoven's 4th,2001,0.0,0.28,2001
Pokémon: Mewtwo Returns,2000,0.0,0.6,2000
The Day Reagan Was Shot,2001,0.6,0.7,2001
Not Another Teen Movie,"Released Dec 14, 2001",0.31,0.55,2001
The Royal Tenenbaums,"Released Dec 14, 2001",0.81,0.89,2001
The Other Side of Heaven,"Released Apr 12, 2002",0.3,0.74,2002
Vanilla Sky,"Released Dec 14, 2001",0.43,0.72,2001
The Shipping News,"Released Jan 11, 2002",0.54,0.61,2002
A Beautiful Mind,"Released Jan 4, 2002",0.74,0.93,2002
The Business of Strangers,"Released Dec 7, 2001",0.81,0.51,2001
How High,"Released Dec 21, 2001",0.25,0.79,2001
Jimmy Neutron: Boy Genius,"Released Dec 21, 2001",0.74,0.53,2001
Joe Somebody,"Released Dec 21, 2001",0.21,0.27,2001
The Majestic,"Released Dec 21, 2001",0.42,0.6,2001
Ali,"Released Dec 25, 2001",0.68,0.65,2001
Kate & Leopold,"Released Dec 25, 2001",0.52,0.62,2001
Gosford Park,"Released Dec 26, 2001",0.87,0.78,2001
Monster's Ball,"Released Dec 26, 2001",0.85,0.67,2001
I Am Sam,"Released Jan 25, 2002",0.36,0.86,2002
Black Hawk Down,"Released Jan 18, 2002",0.77,0.88,2002
Charlotte Gray,"Released Dec 28, 2001",0.33,0.62,2001
Spider-Man,"Released May 3, 2002",0.9,0.67,2002
The Lord of the Rings: The Two Towers,"Released Dec 5, 2002",0.95,0.95,2002
Star Wars: Episode II - Attack of the Clones,"Released May 16, 2002",0.65,0.56,2002
Harry Potter and the Chamber of Secrets,"Released Nov 15, 2002",0.82,0.8,2002
My Big Fat Greek Wedding,"Released Apr 19, 2002",0.76,0.73,2002
Signs,"Released Aug 2, 2002",0.75,0.67,2002
Austin Powers in Goldmember,"Released Jul 26, 2002",0.53,0.44,2002
Men in Black II,"Released Jul 3, 2002",0.38,0.45,2002
Ice Age,"Released Mar 15, 2002",0.77,0.82,2002
Chicago,"Released Jan 24, 2003",0.86,0.83,2003
Impostor,"Released Jan 4, 2002",0.25,0.41,2002
Orange County,"Released Jan 11, 2002",0.47,0.61,2002
Snow Dogs,"Released Jan 18, 2002",0.26,0.4,2002
State Property,"Released Jan 18, 2002",0.0,0.73,2002
The Mothman Prophecies,"Released Jan 25, 2002",0.52,0.56,2002
Storytelling,"Released Jan 25, 2002",0.54,0.67,2002
A Walk to Remember,"Released Jan 25, 2002",0.29,0.78,2002
Birthday Girl,"Released Feb 1, 2002",0.59,0.39,2002
Slackers,"Released Feb 1, 2002",0.1,0.5,2002
Big Fat Liar,"Released Feb 8, 2002",0.46,0.44,2002
Hart's War,"Released Feb 15, 2002",0.6,0.48,2002
John Q,"Released Feb 15, 2002",0.26,0.78,2002
Return to Never Land,"Released Feb 15, 2002",0.45,0.39,2002
Super Troopers,"Released Feb 15, 2002",0.36,0.9,2002
Big Bad Love,"Released Feb 22, 2002",0.42,0.7,2002
Dragonfly,"Released Feb 22, 2002",0.07,0.62,2002
Queen of the Damned,"Released Feb 22, 2002",0.17,0.66,2002
Cinderella II: Dreams Come True,"Released Feb 26, 2002",0.11,0.32,2002
40 Days and 40 Nights,"Released Mar 1, 2002",0.39,0.43,2002
We Were Soldiers,"Released Mar 1, 2002",0.64,0.84,2002
All About the Benjamins,"Released Mar 8, 2002",0.31,0.77,2002
The Laramie Project,"Released Jan 25, 2002",0.92,0.8,2002
Kissing Jessica Stein,"Released Mar 13, 2002",0.83,0.65,2002
Harrison's Flowers,"Released Mar 15, 2002",0.49,0.76,2002
Resident Evil,"Released Mar 15, 2002",0.36,0.67,2002
The Hunchback of Notre Dame II,2002,0.22,0.27,2002
Blade II,"Released Mar 22, 2002",0.57,0.68,2002
Sorority Boys,"Released Mar 22, 2002",0.12,0.54,2002
Stolen Summer,"Released Mar 22, 2002",0.36,0.66,2002
Clockstoppers,"Released Mar 15, 2002",0.29,0.3,2002
Death to Smoochy,"Released Mar 29, 2002",0.42,0.66,2002
No Such Thing,"Released Oct 12, 2001",0.31,0.59,2001
Panic Room,"Released Mar 29, 2002",0.76,0.64,2002
High Crimes,"Released Apr 5, 2002",0.31,0.5,2002
National Lampoon's Van Wilder,"Released Mar 29, 2002",0.18,0.73,2002
The Cat's Meow,"Released Apr 12, 2002",0.76,0.52,2002
Changing Lanes,"Released Apr 12, 2002",0.78,0.53,2002
Frailty,"Released Apr 12, 2002",0.75,0.79,2002
New Best Friend,"Released Apr 12, 2002",0.05,0.38,2002
The Sweetest Thing,"Released Apr 12, 2002",0.26,0.65,2002
The Scorpion King,"Released Apr 19, 2002",0.41,0.37,2002
Jason X,"Released Apr 26, 2002",0.2,0.25,2002
Life or Something Like It,"Released Apr 26, 2002",0.28,0.44,2002
The Salton Sea,"Released Apr 26, 2002",0.63,0.82,2002
Deuces Wild,"Released May 3, 2002",0.03,0.51,2002
Hollywood Ending,"Released May 3, 2002",0.47,0.49,2002
The Lady and the Duke,"Released May 10, 2002",0.72,0.68,2002
New Guy,"Released Nov 10, 2004",0.63,0.42,2004
Ultimate X: The Movie,2002,0.72,0.43,2002
Unfaithful,"Released May 10, 2002",0.5,0.68,2002
About a Boy,"Released May 17, 2002",0.93,0.55,2002
The Believer,"Released May 17, 2002",0.82,0.82,2002
The Importance of Being Earnest,"Released May 22, 2002",0.57,0.72,2002
Path to War,"Released May 18, 2002",1.0,0.74,2002
CQ,"Released May 12, 2001",0.66,0.69,2001
Spirit: Stallion of the Cimarron,"Released May 24, 2002",0.69,0.77,2002
Thirteen Conversations About One Thing,"Released May 24, 2002",0.83,0.71,2002
The Sum of All Fears,"Released May 31, 2002",0.59,0.49,2002
Undercover Brother,"Released May 31, 2002",0.78,0.64,2002
Divine Secrets of the Ya-Ya Sisterhood,"Released Jun 7, 2002",0.44,0.65,2002
Ivans Xtc,2002,0.78,0.74,2002
The Bourne Identity,"Released Jun 14, 2002",0.84,0.93,2002
The Dangerous Lives of Altar Boys,"Released Jun 14, 2002",0.76,0.79,2002
Windtalkers,"Released Jun 14, 2002",0.33,0.5,2002
Juwanna Mann,"Released Jun 21, 2002",0.1,0.39,2002
Lilo & Stitch,"Released Jun 21, 2002",0.87,0.78,2002
Minority Report,"Released Jun 21, 2002",0.89,0.8,2002
Sunshine State,"Released Jun 21, 2002",0.8,0.58,2002
The First $20 Million Is Always the Hardest,"Released Jun 28, 2002",0.11,0.49,2002
Hey Arnold! The Movie,"Released Jun 28, 2002",0.29,0.37,2002
Mr. Deeds,"Released Jun 28, 2002",0.22,0.59,2002
Pumpkin,"Released Jan 14, 2002",0.36,0.57,2002
Like Mike,"Released Jul 3, 2002",0.57,0.51,2002
The Powerpuff Girls Movie,"Released Jul 3, 2002",0.64,0.6,2002
The Crocodile Hunter: Collision Course,"Released Jul 12, 2002",0.53,0.44,2002
Halloween: Resurrection,"Released Jul 12, 2002",0.1,0.24,2002
Reign of Fire,"Released Jul 12, 2002",0.42,0.49,2002
Road to Perdition,"Released Jul 12, 2002",0.81,0.86,2002
Eight Legged Freaks,"Released Jul 17, 2002",0.48,0.33,2002
K-19: The Widowmaker,"Released Jul 19, 2002",0.6,0.52,2002
Stuart Little 2,"Released Jul 19, 2002",0.81,0.41,2002
Tarzan & Jane,2002,0.17,0.3,2002
The Country Bears,"Released Jul 26, 2002",0.29,0.34,2002
Who Is Cletis Tout?,"Released Jul 26, 2002",0.23,0.51,2002
Full Frontal,"Released Aug 2, 2002",0.39,0.27,2002
Martin Lawrence Live: Runteldat,"Released Aug 2, 2002",0.39,0.68,2002
The Master of Disguise,"Released Aug 2, 2002",0.01,0.36,2002
Tadpole,"Released Jul 19, 2002",0.77,0.57,2002
The Good Girl,"Released Aug 7, 2002",0.82,0.59,2002
24 Hour Party People,"Released Aug 9, 2002",0.87,0.87,2002
Blood Work,"Released Aug 9, 2002",0.52,0.4,2002
XXX,"Released Aug 9, 2002",0.48,0.58,2002
The Adventures of Pluto Nash,"Released Aug 16, 2002",0.05,0.2,2002
Blue Crush,"Released Aug 16, 2002",0.61,0.58,2002
The Kid Stays in the Picture,"Released Jul 26, 2002",0.91,0.8,2002
Possession,"Released Aug 16, 2002",0.63,0.58,2002
Hysterical Blindness,"Released Jan 25, 2002",0.75,0.63,2002
One Hour Photo,"Released Sep 6, 2002",0.81,0.65,2002
Serving Sara,"Released Aug 23, 2002",0.04,0.27,2002
Undisputed,"Released Aug 23, 2002",0.49,0.46,2002
City by the Sea,"Released Sep 6, 2002",0.48,0.4,2002
Swimfan,"Released Sep 6, 2002",0.15,0.32,2002
Barbershop,"Released Sep 13, 2002",0.82,0.62,2002
Igby Goes Down,"Released Sep 13, 2002",0.75,0.8,2002
Stealing Harvard,"Released Sep 13, 2002",0.09,0.39,2002
Ballistic: Ecks vs. Sever,"Released Sep 20, 2002",0.0,0.2,2002
The Banger Sisters,"Released Sep 20, 2002",0.48,0.42,2002
The Four Feathers,"Released Sep 13, 2002",0.42,0.65,2002
Secretary,"Released Sep 20, 2002",0.78,0.82,2002
Spirited Away,"Released Sep 20, 2002",0.96,0.96,2002
Just a Kiss,"Released Sep 27, 2002",0.18,0.28,2002
Sweet Home Alabama,"Released Sep 27, 2002",0.38,0.78,2002
The Tuxedo,"Released Sep 27, 2002",0.21,0.3,2002
Jonah: A VeggieTales Movie,"Released Oct 4, 2002",0.66,0.75,2002
Moonlight Mile,"Released Oct 4, 2002",0.63,0.66,2002
Red Dragon,"Released Oct 4, 2002",0.69,0.74,2002
Bowling for Columbine,"Released Oct 11, 2002",0.95,0.83,2002
Brown Sugar,"Released Oct 11, 2002",0.67,0.9,2002
Knockaround Guys,"Released Oct 11, 2002",0.21,0.51,2002
The Rules of Attraction,"Released Oct 11, 2002",0.44,0.71,2002
The Transporter,"Released Sep 13, 2002",0.54,0.73,2002
White Oleander,"Released Oct 11, 2002",0.69,0.81,2002
Abandon,"Released Oct 18, 2002",0.16,0.31,2002
Auto Focus,"Released Oct 18, 2002",0.72,0.61,2002
The 51st State,"Released Oct 18, 2002",0.25,0.59,2002
Real Women Have Curves,"Released Oct 18, 2002",0.85,0.75,2002
The Ring,"Released Oct 18, 2002",0.71,0.48,2002
Welcome to Collinwood,"Released Oct 4, 2002",0.55,0.55,2002
Frida,"Released Oct 25, 2002",0.76,0.85,2002
Ghost Ship,"Released Oct 25, 2002",0.15,0.37,2002
Jackass: The Movie,"Released Oct 18, 2002",0.49,0.75,2002
The Truth About Charlie,"Released Oct 25, 2002",0.34,0.27,2002
Punch-Drunk Love,"Released Oct 11, 2002",0.79,0.77,2002
The Santa Clause 2,"Released Nov 1, 2002",0.56,0.43,2002
I Spy,"Released Nov 1, 2002",0.15,0.33,2002
8 Mile,"Released Nov 8, 2002",0.75,0.54,2002
Far From Heaven,"Released Nov 22, 2002",0.87,0.79,2002
Half Past Dead,"Released Nov 15, 2002",0.03,0.37,2002
Die Another Day,"Released Nov 22, 2002",0.55,0.41,2002
The Emperor's Club,"Released Nov 22, 2002",0.5,0.67,2002
Friday After Next,"Released Nov 22, 2002",0.26,0.75,2002
Extreme Ops,"Released Nov 27, 2002",0.07,0.28,2002
Personal Velocity: Three Portraits,"Released Nov 22, 2002",0.69,0.61,2002
They,2017,0.67,0.38,2017
Treasure Planet,"Released Nov 27, 2002",0.69,0.72,2002
Analyze That,"Released Dec 6, 2002",0.26,0.39,2002
Equilibrium,"Released Dec 6, 2002",0.4,0.81,2002
Live From Baghdad,2002,0.78,0.84,2002
About Schmidt,"Released Dec 20, 2002",0.85,0.74,2002
Drumline,"Released Dec 13, 2002",0.82,0.7,2002
Evelyn,"Released Dec 13, 2002",0.64,0.78,2002
The Hot Chick,"Released Dec 13, 2002",0.21,0.59,2002
Maid in Manhattan,"Released Dec 13, 2002",0.38,0.44,2002
Star Trek: Nemesis,"Released Dec 13, 2002",0.38,0.49,2002
25th Hour,"Released Jan 10, 2003",0.79,0.85,2003
Antwone Fisher,"Released Jan 1, 2003",0.78,0.86,2003
Gangs of New York,"Released Dec 20, 2002",0.73,0.81,2002
Narc,"Released Jan 10, 2003",0.84,0.79,2003
Two Weeks Notice,"Released Dec 20, 2002",0.42,0.59,2002
The Wild Thornberrys Movie,"Released Dec 20, 2002",0.8,0.51,2002
Catch Me if You Can,"Released Dec 25, 2002",0.96,0.89,2002
The Pianist,"Released Dec 27, 2002",0.95,0.96,2002
Talk to Her,"Released Nov 22, 2002",0.91,0.93,2002
The Hours,"Released Dec 27, 2002",0.8,0.84,2002
Sonny,"Released Dec 27, 2002",0.21,0.41,2002
Confessions of a Dangerous Mind,"Released Jan 17, 2003",0.8,0.75,2003
The Lord of the Rings: The Return of the King,"Released Dec 3, 2003",0.94,0.86,2003
Finding Nemo,"Released May 30, 2003",0.99,0.86,2003
Pirates of the Caribbean: The Curse of the Black Pearl,"Released Jul 9, 2003",0.8,0.86,2003
The Matrix Reloaded,"Released May 15, 2003",0.73,0.72,2003
Bruce Almighty,"Released May 23, 2003",0.48,0.57,2003
X2,"Released May 2, 2003",0.85,0.85,2003
Elf,"Released Nov 7, 2003",0.86,0.79,2003
Terminator 3: Rise of the Machines,"Released Jul 2, 2003",0.7,0.46,2003
The Matrix Revolutions,"Released Nov 5, 2003",0.34,0.6,2003
Cheaper by the Dozen,"Released Dec 25, 2003",0.24,0.56,2003
Just Married,"Released Jan 10, 2003",0.2,0.47,2003
City of God,"Released Jan 17, 2003",0.91,0.97,2003
A Guy Thing,"Released Jan 17, 2003",0.25,0.35,2003
Kangaroo Jack,"Released Jan 17, 2003",0.09,0.29,2003
National Security,"Released Jan 17, 2003",0.11,0.45,2003
101 Dalmatians II: Patch's London Adventure,2003,0.67,0.42,2003
Amen,"Released Jan 24, 2003",0.67,0.82,2003
Blind Spot: Hitler's Secretary,"Released Jan 24, 2003",0.86,0.72,2003
Darkness Falls,"Released Jan 24, 2003",0.1,0.34,2003
Super Sucker,"Released Jan 24, 2003",0.29,0.41,2003
Biker Boyz,"Released Jan 31, 2003",0.22,0.54,2003
Final Destination 2,"Released Jan 31, 2003",0.5,0.58,2003
Guru,"Released Jan 12, 2007",0.85,0.84,2007
Lost in La Mancha,"Released Jan 31, 2003",0.94,0.77,2003
The Recruit,"Released Jan 31, 2003",0.43,0.58,2003
Deliver Us From Eva,"Released Feb 7, 2003",0.43,0.76,2003
How to Lose a Guy in 10 Days,"Released Feb 7, 2003",0.42,0.77,2003
Shanghai Knights,"Released Feb 7, 2003",0.66,0.54,2003
Daredevil,"Released Feb 14, 2003",0.43,0.35,2003
The Jungle Book 2,"Released Feb 14, 2003",0.18,0.3,2003
Dark Blue,"Released Feb 21, 2003",0.58,0.52,2003
Gods and Generals,"Released Feb 21, 2003",0.08,0.64,2003
The Life of David Gale,"Released Feb 21, 2003",0.19,0.81,2003
Old School,"Released Feb 21, 2003",0.6,0.86,2003
Cradle 2 the Grave,"Released Feb 28, 2003",0.26,0.52,2003
Poolhall Junkies,"Released Feb 28, 2003",0.33,0.87,2003
Bringing Down the House,"Released Mar 7, 2003",0.34,0.49,2003
Tears of the Sun,"Released Mar 7, 2003",0.34,0.69,2003
Inspector Gadget 2,2003,0.4,0.23,2003
Agent Cody Banks,"Released Mar 14, 2003",0.38,0.32,2003
Bend It Like Beckham,"Released Mar 12, 2003",0.85,0.73,2003
Normal,2003,1.0,0.76,2003
Boat Trip,"Released Mar 21, 2003",0.07,0.36,2003
Dreamcatcher,"Released Mar 21, 2003",0.28,0.35,2003
Piglet's Big Movie,"Released Mar 21, 2003",0.7,0.64,2003
View From the Top,"Released Mar 21, 2003",0.14,0.34,2003
Assassination Tango,"Released Mar 28, 2003",0.47,0.33,2003
Basic,"Released Apr 18, 2003",0.21,0.62,2003
Blue Collar Comedy Tour: The Movie,"Released Jan 10, 2003",0.92,0.79,2003
The Core,"Released Mar 28, 2003",0.39,0.34,2003
Head of State,"Released Mar 28, 2003",0.3,0.46,2003
Phone Booth,"Released Apr 4, 2003",0.72,0.64,2003
What a Girl Wants,"Released Apr 4, 2003",0.36,0.62,2003
Eddie Griffin: Dysfunktional Family,"Released Apr 4, 2003",0.43,0.77,2003
House of 1000 Corpses,"Released Apr 11, 2003",0.22,0.65,2003
Bulletproof Monk,"Released Apr 16, 2003",0.23,0.38,2003
Chasing Papi,"Released Apr 16, 2003",0.14,0.4,2003
A Mighty Wind,"Released Apr 16, 2003",0.87,0.75,2003
Holes,"Released Apr 18, 2003",0.78,0.76,2003
Malibu's Most Wanted,"Released Apr 18, 2003",0.31,0.54,2003
Confidence,"Released Apr 25, 2003",0.69,0.7,2003
The Good Thief,"Released Apr 16, 2003",0.77,0.62,2003
Identity,"Released Mar 14, 2003",0.63,0.75,2003
The Real Cancun,"Released Apr 25, 2003",0.34,0.3,2003
The Dancer Upstairs,"Released May 2, 2003",0.64,0.76,2003
The Lizzie McGuire Movie,"Released May 2, 2003",0.4,0.49,2003
Marooned in Iraq,"Released Apr 25, 2003",0.93,0.82,2003
Owning Mahowny,"Released May 2, 2003",0.78,0.75,2003
Daddy Day Care,"Released May 9, 2003",0.27,0.48,2003
The Man on the Train,"Released May 9, 2003",0.92,0.79,2003
The Shape of Things,"Released May 9, 2003",0.64,0.65,2003
Down With Love,"Released May 16, 2003",0.6,0.62,2003
The Spanish Apartment,"Released May 16, 2003",0.76,0.86,2003
Sweet Sixteen,"Released May 16, 2003",0.97,0.88,2003
My House in Umbria,2003,0.5,0.66,2003
The Italian Job,"Released May 30, 2003",0.72,0.8,2003
Wrong Turn,"Released May 30, 2003",0.41,0.54,2003
The Animatrix,"Released Jun 3, 2003",0.89,0.78,2003
2 Fast 2 Furious,"Released Jun 6, 2003",0.37,0.5,2003
The Eye,"Released Jun 6, 2003",0.64,0.72,2003
Love the Hard Way,"Released Jun 6, 2003",0.28,0.66,2003
Whale Rider,"Released Jun 6, 2003",0.91,0.88,2003
Dumb and Dumberer: When Harry Met Lloyd,"Released Jun 13, 2003",0.1,0.23,2003
The Heart of Me,"Released Jun 6, 2003",0.5,0.61,2003
Hollywood Homicide,"Released Jun 13, 2003",0.3,0.27,2003
Rugrats Go Wild,"Released Jun 13, 2003",0.4,0.39,2003
Alex & Emma,"Released Jun 20, 2003",0.11,0.41,2003
From Justin to Kelly,"Released Jun 20, 2003",0.08,0.39,2003
Hulk,"Released Jun 20, 2003",0.63,0.29,2003
Suriyothai,2001,0.51,0.62,2001
28 Days Later,"Released Jun 27, 2003",0.87,0.85,2003
Charlie's Angels: Full Throttle,"Released Jun 27, 2003",0.41,0.4,2003
On-Line,"Released May 22, 2003",0.38,0.3,2003
Gasoline,"Released Jul 2, 2003",0.4,0.21,2003
"Legally Blonde 2: Red, White & Blonde","Released Jul 2, 2003",0.36,0.39,2003
Sinbad: Legend of the Seven Seas,"Released Jul 2, 2003",0.45,0.57,2003
Swimming Pool,"Released Jul 2, 2003",0.83,0.67,2003
Cuckoo,2009,0.1,0.08,2009
The Cuckoo,"Released Jun 27, 2003",0.87,0.89,2003
The Holy Land,"Released Jul 11, 2003",0.52,0.78,2003
The Housekeeper,"Released Jul 4, 2003",0.78,0.42,2003
I Capture the Castle,"Released May 9, 2003",0.78,0.76,2003
The League of Extraordinary Gentlemen,"Released Jul 11, 2003",0.17,0.44,2003
Northfork,"Released Jul 11, 2003",0.57,0.66,2003
Bad Boys II,"Released Jul 18, 2003",0.24,0.78,2003
How to Deal,"Released Jul 18, 2003",0.27,0.64,2003
Johnny English,"Released Jul 18, 2003",0.33,0.51,2003
Dirty Pretty Things,"Released Apr 11, 2003",0.94,0.82,2003
Masked and Anonymous,"Released Jul 24, 2003",0.25,0.45,2003
Lara Croft Tomb Raider: The Cradle of Life,"Released Jul 25, 2003",0.24,0.44,2003
Seabiscuit,"Released Jul 25, 2003",0.78,0.76,2003
Spy Kids 3: Game Over,"Released Jul 23, 2003",0.45,0.25,2003
American Wedding,"Released Aug 1, 2003",0.53,0.63,2003
And Now... Ladies and Gentlemen,"Released Aug 8, 2003",0.47,0.56,2003
Gigli,"Released Aug 1, 2003",0.06,0.14,2003
The Magdalene Sisters,"Released Aug 15, 2003",0.91,0.89,2003
The Secret Lives of Dentists,"Released Aug 1, 2003",0.85,0.58,2003
Seaside,"Released Aug 6, 2003",0.75,0.12,2003
The Princess Blade,"Released Aug 8, 2003",0.57,0.54,2003
Step Into Liquid,"Released Aug 15, 2003",0.8,0.92,2003
S.W.A.T.,"Released Aug 8, 2003",0.48,0.52,2003
American Splendor,"Released Aug 15, 2003",0.94,0.86,2003
Freddy vs. Jason,"Released Aug 15, 2003",0.42,0.5,2003
Open Range,"Released Aug 15, 2003",0.79,0.84,2003
Passionada,"Released Jun 16, 2002",0.57,0.54,2002
Uptown Girls,"Released Aug 15, 2003",0.13,0.61,2003
Thirteen,"Released Aug 20, 2003",0.81,0.77,2003
The Battle of Shaker Heights,"Released Aug 15, 2003",0.39,0.48,2003
Marci X,"Released Aug 22, 2003",0.08,0.29,2003
My Boss's Daughter,"Released Aug 22, 2003",0.08,0.23,2003
Stoked: The Rise and Fall of Gator,"Released Aug 22, 2003",0.81,0.75,2003
Stitch! The Movie,2003,0.2,0.5,2003
Jeepers Creepers 2,"Released Aug 29, 2003",0.24,0.37,2003
Once Upon a Time in the Midlands,"Released Aug 29, 2003",0.51,0.45,2003
Avenging Angelo,2002,0.13,0.33,2002
Dickie Roberts: Former Child Star,"Released Sep 5, 2003",0.22,0.46,2003
The Order,2001,0.13,0.28,2001
The Order,"Released Sep 5, 2003",0.1,0.38,2003
Party Monster,"Released Sep 5, 2003",0.29,0.75,2003
Matchstick Men,"Released Sep 12, 2003",0.83,0.74,2003
Lost in Translation,"Released Sep 19, 2003",0.95,0.85,2003
Once Upon a Time in Mexico,"Released Sep 12, 2003",0.66,0.64,2003
Anything Else,"Released Sep 19, 2003",0.4,0.44,2003
Cold Creek Manor,"Released Sep 19, 2003",0.12,0.23,2003
The Fighting Temptations,"Released Sep 19, 2003",0.42,0.66,2003
Secondhand Lions,"Released Sep 26, 2003",0.6,0.84,2003
Duplex,"Released Sep 26, 2003",0.35,0.4,2003
